,#NCBI_GeneID,gencodeId,HGNC_ID,geneSymbol,name,refseq,RefSeq_prot,transcriptId,Ensembl_prot,MANE_status,GRCh38_chr,chr_start,chr_end,chr_strand
16542,GeneID:349149,ENSG00000176402,HGNC:17495,GJC3,gap junction protein gamma 3,NM_181538,NP_853516.1,ENST00000312891,ENSP00000325775.2,MANE Select,7,99923266,99929620,-
16543,GeneID:349565,ENSG00000163864,HGNC:20989,NMNAT3,nicotinamide nucleotide adenylyltransferase 3,NM_001320510,NP_001307439.1,ENST00000643695,ENSP00000496061.1,MANE Select,3,139560191,139677972,-
16544,GeneID:349633,ENSG00000188771,HGNC:30053,PLET1,placenta expressed transcript 1,NM_001145024,NP_001138496.1,ENST00000338832,ENSP00000341412.2,MANE Select,11,112248153,112260860,-
16545,GeneID:349667,ENSG00000186907,HGNC:23053,RTN4RL2,reticulon 4 receptor like 2,NM_178570,NP_848665.1,ENST00000335099,ENSP00000335397.3,MANE Select,11,57460528,57477534,+
16546,GeneID:352909,ENSG00000167646,HGNC:30492,DNAAF3,dynein axonemal assembly factor 3,NM_001256715,NP_001243644.1,ENST00000524407,ENSP00000432046.3,MANE Select,19,55158665,55166613,-
16547,GeneID:352999,ENSG00000184530,HGNC:20960,C6orf58,chromosome 6 open reading frame 58,NM_001010905,NP_001010905.1,ENST00000329722,ENSP00000328069.7,MANE Select,6,127577174,127591820,+
16548,GeneID:353088,ENSG00000197013,HGNC:20817,ZNF429,zinc finger protein 429,NM_001001415,NP_001001415.2,ENST00000358491,ENSP00000351280.3,MANE Select,19,21505602,21540668,+
16549,GeneID:353091,ENSG00000203722,HGNC:16795,RAET1G,retinoic acid early transcript 1G,NM_001001788,NP_001001788.2,ENST00000367360,ENSP00000356329.2,MANE Select,6,149916878,149923121,-
16550,GeneID:353116,ENSG00000188026,HGNC:26814,RILPL1,Rab interacting lysosomal protein like 1,NM_178314,NP_847884.2,ENST00000376874,ENSP00000366070.4,MANE Select,12,123470054,123533719,-
16551,GeneID:353131,ENSG00000186844,HGNC:29459,LCE1A,late cornified envelope 1A,NM_178348,NP_848125.1,ENST00000335123,ENSP00000334869.2,MANE Select,1,152827473,152828097,+
16552,GeneID:353132,ENSG00000196734,HGNC:16611,LCE1B,late cornified envelope 1B,NM_178349,NP_848126.1,ENST00000360090,ENSP00000353203.3,MANE Select,1,152811971,152813108,+
16553,GeneID:353133,ENSG00000197084,HGNC:29464,LCE1C,late cornified envelope 1C,NM_178351,NP_848128.1,ENST00000607093,ENSP00000475270.1,MANE Select,1,152804832,152806651,-
16554,GeneID:353134,ENSG00000172155,HGNC:29465,LCE1D,late cornified envelope 1D,NM_178352,NP_848129.1,ENST00000326233,ENSP00000316737.6,MANE Select,1,152796721,152798181,+
16555,GeneID:353135,ENSG00000186226,HGNC:29466,LCE1E,late cornified envelope 1E,NM_178353,NP_848130.1,ENST00000368770,ENSP00000357759.3,MANE Select,1,152786257,152788426,+
16556,GeneID:353137,ENSG00000240386,HGNC:29467,LCE1F,late cornified envelope 1F,NM_178354,NP_848131.1,ENST00000334371,ENSP00000334187.2,MANE Select,1,152775140,152777024,+
16557,GeneID:353139,ENSG00000187173,HGNC:29469,LCE2A,late cornified envelope 2A,NM_178428,NP_848515.1,ENST00000368779,ENSP00000357768.1,MANE Select,1,152698345,152699442,+
16558,GeneID:353141,ENSG00000187223,HGNC:16518,LCE2D,late cornified envelope 2D,NM_178430,NP_848517.1,ENST00000368784,ENSP00000357773.1,MANE Select,1,152663380,152664659,+
16559,GeneID:353142,ENSG00000185962,HGNC:29461,LCE3A,late cornified envelope 3A,NM_178431,NP_848518.1,ENST00000335674,ENSP00000335006.1,MANE Select,1,152622834,152623103,-
16560,GeneID:353143,ENSG00000187238,HGNC:29462,LCE3B,late cornified envelope 3B,NM_178433,NP_848520.1,ENST00000335633,ENSP00000335358.1,MANE Select,1,152613811,152614098,+
16561,GeneID:353144,ENSG00000244057,HGNC:16612,LCE3C,late cornified envelope 3C,NM_178434,NP_848521.1,ENST00000684028,ENSP00000507204.1,MANE Select,1,152600234,152601086,+
16562,GeneID:353145,ENSG00000185966,HGNC:29463,LCE3E,late cornified envelope 3E,NM_178435,NP_848522.1,ENST00000368789,ENSP00000357778.1,MANE Select,1,152565654,152566780,-
16563,GeneID:353164,ENSG00000186136,HGNC:18888,TAS2R42,taste 2 receptor member 42,NM_181429,NP_852094.2,ENST00000334266,ENSP00000334050.1,MANE Select,12,11185993,11186937,-
16564,GeneID:353174,ENSG00000186919,HGNC:29504,ZACN,zinc activated ion channel,NM_180990,NP_851321.2,ENST00000334586,ENSP00000334854.5,MANE Select,17,76079182,76082806,+
16565,GeneID:353189,ENSG00000173930,HGNC:23612,SLCO4C1,solute carrier organic anion transporter family member 4C1,NM_180991,NP_851322.3,ENST00000310954,ENSP00000309741.6,MANE Select,5,102233986,102296284,-
16566,GeneID:353219,ENSG00000146049,HGNC:21031,KAAG1,kidney associated antigen 1,NM_181337,NP_851854.1,ENST00000274766,ENSP00000274766.1,MANE Select,6,24356903,24358285,+
16567,GeneID:353238,ENSG00000276747,HGNC:20449,PADI6,peptidyl arginine deiminase 6,NM_207421,NP_997304.3,ENST00000619609,ENSP00000483125.1,MANE Select,1,17372196,17401699,+
16568,GeneID:353274,ENSG00000185219,HGNC:21018,ZNF445,zinc finger protein 445,NM_181489,NP_852466.1,ENST00000396077,ENSP00000379387.2,MANE Select,3,44431705,44477670,-
16569,GeneID:353299,ENSG00000121446,HGNC:18636,RGSL1,regulator of G protein signaling like 1,NM_001137669,NP_001131141.1,ENST00000294854,ENSP00000457748.1,MANE Select,1,182450146,182560597,+
16570,GeneID:353322,ENSG00000186352,HGNC:29593,ANKRD37,ankyrin repeat domain 37,NM_181726,NP_859077.1,ENST00000335174,ENSP00000335147.4,MANE Select,4,185396841,185400241,+
16571,GeneID:353323,ENSG00000221864,HGNC:20530,KRTAP12-2,keratin associated protein 12-2,NM_181684,NP_859012.1,ENST00000360770,ENSP00000354001.3,MANE Select,21,44666189,44666927,-
16572,GeneID:353324,ENSG00000186451,HGNC:23221,SPATA12,spermatogenesis associated 12,NM_181727,NP_859078.1,ENST00000334325,ENSP00000335392.1,MANE Select,3,57060664,57075432,+
16573,GeneID:353332,ENSG00000187175,HGNC:20529,KRTAP12-1,keratin associated protein 12-1,NM_181686,NP_859014.1,ENST00000391617,ENSP00000375475.1,MANE Select,21,44681576,44682163,-
16574,GeneID:353333,ENSG00000221859,HGNC:22972,KRTAP10-10,keratin associated protein 10-10,NM_181688,NP_859016.1,ENST00000380095,ENSP00000369438.1,MANE Select,21,44637356,44638455,+
16575,GeneID:353345,ENSG00000187037,HGNC:19997,GPR141,G protein-coupled receptor 141,NM_001381946,NP_001368875.1,ENST00000334425,ENSP00000334540.1,MANE Select,7,37683766,37743835,+
16576,GeneID:353355,ENSG00000159915,HGNC:30946,ZNF233,zinc finger protein 233,NM_001207005,NP_001193934.1,ENST00000683810,ENSP00000507588.1,MANE Select,19,44259886,44275317,+
16577,GeneID:353376,ENSG00000243414,HGNC:21354,TICAM2,toll like receptor adaptor molecule 2,NM_021649,NP_067681.1,ENST00000427199,ENSP00000415139.3,MANE Select,5,115578496,115602479,-
16578,GeneID:353497,ENSG00000130997,HGNC:18870,POLN,DNA polymerase nu,NM_181808,NP_861524.2,ENST00000511885,ENSP00000435506.1,MANE Select,4,2071918,2242121,-
16579,GeneID:353500,ENSG00000183682,HGNC:21650,BMP8A,bone morphogenetic protein 8a,NM_181809,NP_861525.2,ENST00000331593,ENSP00000327440.5,MANE Select,1,39491636,39529869,+
16580,GeneID:353513,ENSG00000129862,HGNC:31751,VCY1B,variable charge Y-linked 1B,NM_181880,NP_870996.1,ENST00000250823,ENSP00000250823.4,MANE Select,Y,14056227,14056958,+
16581,GeneID:353514,ENSG00000187116,HGNC:16309,LILRA5,leukocyte immunoglobulin like receptor A5,NM_021250,NP_067073.1,ENST00000432233,ENSP00000404236.4,MANE Select,19,54307070,54313166,-
16582,GeneID:359787,ENSG00000187569,HGNC:19199,DPPA3,developmental pluripotency associated 3,NM_199286,NP_954980.1,ENST00000345088,ENSP00000339250.2,MANE Select,12,7711433,7717559,+
16583,GeneID:359948,ENSG00000168264,HGNC:21729,IRF2BP2,interferon regulatory factor 2 binding protein 2,NM_182972,NP_892017.2,ENST00000366609,ENSP00000355568.3,MANE Select,1,234604269,234610178,-
16584,GeneID:360023,ENSG00000177888,HGNC:24819,ZBTB41,zinc finger and BTB domain containing 41,NM_194314,NP_919290.2,ENST00000367405,ENSP00000356375.3,MANE Select,1,197153682,197201293,-
16585,GeneID:360030,ENSG00000205857,HGNC:24958,NANOGNB,NANOG neighbor homeobox,NM_001145465,NP_001138937.1,ENST00000382119,ENSP00000371553.1,MANE Select,12,7765216,7774121,+
16586,GeneID:360203,ENSG00000204007,HGNC:23671,GLT6D1,glycosyltransferase 6 domain containing 1,NM_182974,NP_892019.2,ENST00000371763,ENSP00000360829.1,MANE Select,9,135623648,135639540,-
16587,GeneID:360205,ENSG00000229637,HGNC:30143,PRAC2,PRAC2 small nuclear protein,NM_001282275,NP_001269204.1,ENST00000422730,ENSP00000481367.1,MANE Select,17,48723185,48724758,+
16588,GeneID:373156,ENSG00000197448,HGNC:16906,GSTK1,glutathione S-transferase kappa 1,NM_015917,NP_057001.1,ENST00000358406,ENSP00000351181.5,MANE Select,7,143263441,143269115,+
16589,GeneID:373509,ENSG00000170236,HGNC:20079,USP50,ubiquitin specific peptidase 50,NM_203494,NP_987090.2,ENST00000532404,ENSP00000434676.1,MANE Select,15,50500562,50546666,-
16590,GeneID:373863,ENSG00000256453,HGNC:23799,DND1,DND microRNA-mediated repression inhibitor 1,NM_194249,NP_919225.1,ENST00000542735,ENSP00000445366.1,MANE Select,5,140670794,140673576,-
16591,GeneID:374286,ENSG00000241322,HGNC:14379,CDRT1,CMT1A duplicated region transcript 1,NM_006382,NP_006373.2,ENST00000395906,ENSP00000379242.4,MANE Select,17,15583886,15619704,-
16592,GeneID:374291,ENSG00000115286,HGNC:7714,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,NM_024407,NP_077718.3,ENST00000233627,ENSP00000233627.9,MANE Select,19,1383907,1395584,+
16593,GeneID:374354,ENSG00000196865,HGNC:24731,NHLRC2,NHL repeat containing 2,NM_198514,NP_940916.2,ENST00000369301,ENSP00000358307.3,MANE Select,10,113854661,113917194,+
16594,GeneID:374355,ENSG00000182645,HGNC:30524,CCDC172,coiled-coil domain containing 172,NM_198515,NP_940917.1,ENST00000333254,ENSP00000329860.3,MANE Select,10,116324448,116380029,+
16595,GeneID:374378,ENSG00000110328,HGNC:30488,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,NM_198516,NP_940918.2,ENST00000227756,ENSP00000227756.4,MANE Select,11,11270877,11622005,-
16596,GeneID:374383,ENSG00000188211,HGNC:42400,NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1,NM_001202439,NP_001189368.1,ENST00000338965,ENSP00000341637.4,MANE Select,11,17351800,17377341,+
16597,GeneID:374393,ENSG00000189057,HGNC:24200,FAM111B,FAM111 trypsin like peptidase B,NM_198947,NP_945185.1,ENST00000343597,ENSP00000341565.3,MANE Select,11,59107237,59127412,+
16598,GeneID:374395,ENSG00000185475,HGNC:33744,TMEM179B,transmembrane protein 179B,NM_199337,NP_955369.1,ENST00000333449,ENSP00000333697.3,MANE Select,11,62787402,62790400,+
16599,GeneID:374403,ENSG00000175463,HGNC:24702,TBC1D10C,TBC1 domain family member 10C,NM_001369496,NP_001356425.1,ENST00000542590,ENSP00000443654.1,MANE Select,11,67404083,67410089,+
16600,GeneID:374407,ENSG00000187726,HGNC:30718,DNAJB13,DnaJ heat shock protein family (Hsp40) member B13,NM_153614,NP_705842.2,ENST00000339764,ENSP00000344431.1,MANE Select,11,73951026,73970281,+
16601,GeneID:374454,ENSG00000189182,HGNC:20411,KRT77,keratin 77,NM_175078,NP_778253.2,ENST00000341809,ENSP00000342710.3,MANE Select,12,52689626,52703524,-
16602,GeneID:374462,ENSG00000139304,HGNC:9679,PTPRQ,protein tyrosine phosphatase receptor type Q,NM_001145026,NP_001138498.1,ENST00000644991,ENSP00000495607.1,MANE Select,12,80444235,80680273,+
16603,GeneID:374569,ENSG00000166183,HGNC:20123,ASPG,asparaginase,NM_001080464,NP_001073933.2,ENST00000551177,ENSP00000450040.1,MANE Select,14,104085700,104115582,+
16604,GeneID:374654,ENSG00000166813,HGNC:30497,KIF7,kinesin family member 7,NM_198525,NP_940927.2,ENST00000394412,ENSP00000377934.3,MANE Select,15,89627977,89655467,-
16605,GeneID:374655,ENSG00000140548,HGNC:25352,ZNF710,zinc finger protein 710,NM_198526,NP_940928.2,ENST00000268154,ENSP00000268154.3,MANE Select,15,90001324,90082191,+
16606,GeneID:374659,ENSG00000184508,HGNC:30522,HDDC3,HD domain containing 3,NM_001286451,NP_001273380.1,ENST00000394272,ENSP00000377814.4,MANE Select,15,90929968,90932549,-
16607,GeneID:374739,ENSG00000159648,HGNC:33745,TEPP,"testis, prostate and placenta expressed",NM_199456,NP_955535.3,ENST00000441824,ENSP00000401917.3,MANE Select,16,57976544,57988116,+
16608,GeneID:374768,ENSG00000181323,HGNC:32429,SPEM1,spermatid maturation 1,NM_199339,NP_955371.2,ENST00000323675,ENSP00000315554.3,MANE Select,17,7420324,7421632,+
16609,GeneID:374819,ENSG00000176809,HGNC:32427,LRRC37A3,leucine rich repeat containing 37 member A3,NM_199340,NP_955372.2,ENST00000584306,ENSP00000464535.1,MANE Select,17,64854130,64919478,-
16610,GeneID:374868,ENSG00000166377,HGNC:13541,ATP9B,ATPase phospholipid transporting 9B (putative),NM_198531,NP_940933.3,ENST00000426216,ENSP00000398076.2,MANE Select,18,79069394,79378283,+
16611,GeneID:374872,ENSG00000188305,HGNC:24793,PEAK3,PEAK family member 3,NM_198532,NP_940934.1,ENST00000342063,ENSP00000345102.3,MANE Select,19,2274631,2282175,-
16612,GeneID:374875,ENSG00000167733,HGNC:30419,HSD11B1L,hydroxysteroid 11-beta dehydrogenase 1 like,NM_198706,NP_941995.1,ENST00000339423,ENSP00000340436.2,MANE Select,19,5681027,5688522,+
16613,GeneID:374877,ENSG00000198723,HGNC:24745,TEX45,testis expressed 45,NM_198534,NP_940936.2,ENST00000361664,ENSP00000355241.2,MANE Select,19,7497548,7508450,+
16614,GeneID:374879,ENSG00000196110,HGNC:24750,ZNF699,zinc finger protein 699,NM_198535,NP_940937.1,ENST00000591998,ENSP00000467723.1,MANE Select,19,9291140,9309838,-
16615,GeneID:374882,ENSG00000105518,HGNC:29631,TMEM205,transmembrane protein 205,NM_198536,NP_940938.1,ENST00000354882,ENSP00000346954.4,MANE Select,19,11342778,11346268,-
16616,GeneID:374887,ENSG00000250067,HGNC:24785,YJEFN3,YjeF N-terminal domain containing 3,NM_198537,NP_940939.2,ENST00000514277,ENSP00000426964.1,MANE Select,19,19528911,19537581,+
16617,GeneID:374897,ENSG00000189001,HGNC:24950,SBSN,suprabasin,NM_001166034,NP_001159506.1,ENST00000452271,ENSP00000430242.1,MANE Select,19,35523367,35528311,-
16618,GeneID:374899,ENSG00000185869,HGNC:34032,ZNF829,zinc finger protein 829,NM_001037232,NP_001032309.2,ENST00000391711,ENSP00000429266.1,MANE Select,19,36888124,36916291,-
16619,GeneID:374900,ENSG00000198453,HGNC:25392,ZNF568,zinc finger protein 568,NM_198539,NP_940941.2,ENST00000333987,ENSP00000334685.7,MANE Select,19,36916332,36952734,+
16620,GeneID:374918,ENSG00000188293,HGNC:24093,IGFL1,IGF like family member 1,NM_198541,NP_940943.1,ENST00000437936,ENSP00000415823.1,MANE Select,19,46229742,46231243,+
16621,GeneID:374920,ENSG00000185453,HGNC:34495,ZSWIM9,zinc finger SWIM-type containing 9,NM_199341,NP_955373.3,ENST00000614654,ENSP00000480314.1,MANE Select,19,48170680,48197620,+
16622,GeneID:374928,ENSG00000152439,HGNC:30487,ZNF773,zinc finger protein 773,NM_198542,NP_940944.1,ENST00000282292,ENSP00000282292.3,MANE Select,19,57499938,57508229,+
16623,GeneID:374946,ENSG00000162490,HGNC:25054,DRAXIN,dorsal inhibitory axon guidance protein,NM_198545,NP_940947.3,ENST00000294485,ENSP00000294485.5,MANE Select,1,11691710,11725857,+
16624,GeneID:374969,ENSG00000177868,HGNC:29204,SVBP,small vasohibin binding protein,NM_199342,NP_955374.1,ENST00000372521,ENSP00000361599.4,MANE Select,1,42807052,42817397,-
16625,GeneID:374973,ENSG00000186118,HGNC:29589,TEX38,testis expressed 38,NM_001145474,NP_001138946.1,ENST00000334122,ENSP00000455854.1,MANE Select,1,46671854,46673594,+
16626,GeneID:374977,ENSG00000184313,HGNC:24802,MROH7,maestro heat like repeat family member 7,NM_001039464,NP_001034553.3,ENST00000421030,ENSP00000396622.2,MANE Select,1,54641786,54710266,+
16627,GeneID:375033,ENSG00000187800,HGNC:33631,PEAR1,platelet endothelial aggregation receptor 1,NM_001080471,NP_001073940.1,ENST00000292357,ENSP00000292357.7,MANE Select,1,156893718,156916429,+
16628,GeneID:375035,ENSG00000213064,HGNC:25140,SFT2D2,SFT2 domain containing 2,NM_199344,NP_955376.1,ENST00000271375,ENSP00000271375.3,MANE Select,1,168226004,168253021,+
16629,GeneID:375056,ENSG00000154305,HGNC:24008,MIA3,MIA SH3 domain ER export factor 3,NM_198551,NP_940953.2,ENST00000344922,ENSP00000340900.5,MANE Select,1,222618097,222668007,+
16630,GeneID:375057,ENSG00000203685,HGNC:30491,STUM,"stum, mechanosensory transduction mediator homolog",NM_001003665,NP_001003665.1,ENST00000366788,ENSP00000355752.3,MANE Select,1,226548764,226609230,+
16631,GeneID:375061,ENSG00000182118,HGNC:25057,FAM89A,family with sequence similarity 89 member A,NM_198552,NP_940954.1,ENST00000366654,ENSP00000355614.4,MANE Select,1,231018958,231040254,-
16632,GeneID:375189,ENSG00000176732,HGNC:31103,PFN4,profilin family member 4,NM_199346,NP_955378.1,ENST00000313213,ENSP00000322170.4,MANE Select,2,24114809,24123334,-
16633,GeneID:375190,ENSG00000219626,HGNC:24736,FAM228B,family with sequence similarity 228 member B,NM_001145710,NP_001139182.1,ENST00000615575,ENSP00000482482.1,MANE Select,2,24123469,24169638,+
16634,GeneID:375248,ENSG00000135976,HGNC:24079,ANKRD36,ankyrin repeat domain 36,NM_001354587,NP_001341516.1,ENST00000420699,ENSP00000391950.4,MANE Select,2,97113153,97264521,+
16635,GeneID:375287,ENSG00000184898,HGNC:24790,RBM43,RNA binding motif protein 43,NM_198557,NP_940959.1,ENST00000331426,ENSP00000331211.5,MANE Select,2,151247940,151261863,-
16636,GeneID:375298,ENSG00000188452,HGNC:21699,CERKL,ceramide kinase like,NM_201548,NP_963842.1,ENST00000410087,ENSP00000386725.3,MANE Select,2,181536672,181657105,-
16637,GeneID:375307,ENSG00000158428,HGNC:25062,CATIP,ciliogenesis associated TTC17 interacting protein,NM_198559,NP_940961.1,ENST00000289388,ENSP00000289388.3,MANE Select,2,218356857,218368094,+
16638,GeneID:375316,ENSG00000177483,HGNC:24756,RBM44,RNA binding motif protein 44,NM_001080504,NP_001073973.3,ENST00000316997,ENSP00000321179.5,MANE Select,2,237798779,237842805,+
16639,GeneID:375318,ENSG00000184945,HGNC:19941,AQP12A,aquaporin 12A,NM_198998,NP_945349.1,ENST00000337801,ENSP00000337144.4,MANE Select,2,240691866,240698483,+
16640,GeneID:375323,ENSG00000156959,HGNC:29568,LHFPL4,LHFPL tetraspan subfamily member 4,NM_198560,NP_940962.1,ENST00000287585,ENSP00000287585.6,MANE Select,3,9498361,9553822,-
16641,GeneID:375337,ENSG00000173769,HGNC:24746,TOPAZ1,testis and ovary specific PAZ domain containing 1,NM_001145030,NP_001138502.1,ENST00000309765,ENSP00000310303.4,MANE Select,3,44241886,44332098,+
16642,GeneID:375341,ENSG00000188315,HGNC:24771,C3orf62,chromosome 3 open reading frame 62,NM_198562,NP_940964.1,ENST00000343010,ENSP00000341139.3,MANE Select,3,49268596,49277232,-
16643,GeneID:375346,ENSG00000213533,HGNC:30526,STIMATE,STIM activating enhancer,NM_198563,NP_940965.1,ENST00000355083,ENSP00000347195.5,MANE Select,3,52836733,52897548,-
16644,GeneID:375387,ENSG00000174004,HGNC:24613,NRROS,negative regulator of reactive oxygen species,NM_198565,NP_940967.1,ENST00000328557,ENSP00000328625.4,MANE Select,3,196639694,196662004,+
16645,GeneID:375444,ENSG00000172244,HGNC:24738,C5orf34,chromosome 5 open reading frame 34,NM_198566,NP_940968.1,ENST00000306862,ENSP00000303490.2,MANE Select,5,43486709,43515148,-
16646,GeneID:375484,ENSG00000170085,HGNC:24779,SIMC1,SUMO interacting motifs containing 1,NM_001308195,NP_001295124.1,ENST00000429602,ENSP00000410552.3,MANE Select,5,176238424,176345989,+
16647,GeneID:375519,ENSG00000164411,HGNC:16690,GJB7,gap junction protein beta 7,NM_198568,NP_940970.1,ENST00000525899,ENSP00000435355.1,MANE Select,6,87282980,87329278,-
16648,GeneID:375567,ENSG00000188730,HGNC:30200,VWC2,von Willebrand factor C domain containing 2,NM_198570,NP_940972.2,ENST00000340652,ENSP00000341819.3,MANE Select,7,49773638,49921950,+
16649,GeneID:375607,ENSG00000167011,HGNC:22030,NAT16,N-acetyltransferase 16 (putative),NM_198571,NP_940973.2,ENST00000300303,ENSP00000300303.2,MANE Select,7,101170496,101180293,-
16650,GeneID:375611,ENSG00000170615,HGNC:9359,SLC26A5,solute carrier family 26 member 5,NM_198999,NP_945350.1,ENST00000306312,ENSP00000304783.3,MANE Select,7,103374207,103446207,-
16651,GeneID:375612,ENSG00000187416,HGNC:6589,LHFPL3,LHFPL tetraspan subfamily member 3,NM_199000,NP_945351.1,ENST00000424859,ENSP00000393128.2,MANE Select,7,104328603,104908561,+
16652,GeneID:375686,ENSG00000186583,HGNC:30510,SPATC1,spermatogenesis and centriole associated 1,NM_198572,NP_940974.2,ENST00000377470,ENSP00000366690.3,MANE Select,8,144012280,144047114,+
16653,GeneID:375704,ENSG00000168913,HGNC:24838,ENHO,energy homeostasis associated,NM_198573,NP_940975.2,ENST00000399775,ENSP00000382675.2,MANE Select,9,34521043,34522990,-
16654,GeneID:375743,ENSG00000188647,HGNC:30449,PTAR1,protein prenyltransferase alpha subunit repeat containing 1,NM_001099666,NP_001093136.1,ENST00000340434,ENSP00000344299.4,MANE Select,9,69709525,69760011,-
16655,GeneID:375748,ENSG00000182150,HGNC:26922,ERCC6L2,ERCC excision repair 6 like 2,NM_020207,NP_064592.3,ENST00000653738,ENSP00000499221.2,MANE Select,9,95875691,96018447,+
16656,GeneID:375775,ENSG00000130653,HGNC:24768,PNPLA7,patatin like phospholipase domain containing 7,NM_001098537,NP_001092007.2,ENST00000406427,ENSP00000384610.1,MANE Select,9,137459952,137550402,-
16657,GeneID:375790,ENSG00000188157,HGNC:329,AGRN,agrin,NM_198576,NP_940978.2,ENST00000379370,ENSP00000368678.2,MANE Select,1,1020120,1056116,+
16658,GeneID:375791,ENSG00000197191,HGNC:30529,CYSRT1,cysteine rich tail 1,NM_199001,NP_945352.4,ENST00000650725,ENSP00000498316.1,MANE Select,9,137225174,137226315,+
16659,GeneID:376132,ENSG00000198812,HGNC:20264,LRRC10,leucine rich repeat containing 10,NM_201550,NP_963844.2,ENST00000361484,ENSP00000355166.3,MANE Select,12,69608564,69610907,-
16660,GeneID:376267,ENSG00000139998,HGNC:20150,RAB15,"RAB15, member RAS oncogene family",NM_001308154,NP_001295083.1,ENST00000533601,ENSP00000434103.3,MANE Select,14,64945816,64972336,-
16661,GeneID:376497,ENSG00000130304,HGNC:10995,SLC27A1,solute carrier family 27 member 1,NM_198580,NP_940982.1,ENST00000252595,ENSP00000252595.6,MANE Select,19,17470524,17506168,+
16662,GeneID:376940,ENSG00000188177,HGNC:24762,ZC3H6,zinc finger CCCH-type containing 6,NM_198581,NP_940983.2,ENST00000409871,ENSP00000386764.1,MANE Select,2,112275597,112340059,+
16663,GeneID:377007,ENSG00000168427,HGNC:24770,KLHL30,kelch like family member 30,NM_198582,NP_940984.3,ENST00000409223,ENSP00000386389.1,MANE Select,2,238138668,238152947,+
16664,GeneID:377630,ENSG00000223443,HGNC:34434,USP17L2,ubiquitin specific peptidase 17 like family member 2,NM_201402,NP_958804.2,ENST00000333796,ENSP00000333329.3,MANE Select,8,12136435,12138849,-
16665,GeneID:377677,ENSG00000185015,HGNC:14914,CA13,carbonic anhydrase 13,NM_198584,NP_940986.1,ENST00000321764,ENSP00000318912.3,MANE Select,8,85245458,85284073,+
16666,GeneID:377841,ENSG00000188833,HGNC:24860,ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8,NM_001033113,NP_001028285.1,ENST00000371506,ENSP00000360561.2,MANE Select,9,137434364,137441357,-
16667,GeneID:378108,ENSG00000155428,HGNC:17453,TRIM74,tripartite motif containing 74,NM_198853,NP_942150.1,ENST00000285805,ENSP00000285805.3,MANE Select,7,72959485,72969466,-
16668,GeneID:378708,ENSG00000175279,HGNC:23163,CENPS,centromere protein S,NM_199294,NP_954988.1,ENST00000309048,ENSP00000308583.2,MANE Select,1,10430433,10442808,+
16669,GeneID:378807,ENSG00000188782,HGNC:23220,CATSPER4,cation channel sperm associated 4,NM_198137,NP_937770.1,ENST00000456354,ENSP00000390423.3,MANE Select,1,26190602,26202964,+
16670,GeneID:378884,ENSG00000187566,HGNC:21576,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,NM_198586,NP_940988.2,ENST00000340650,ENSP00000345464.3,MANE Select,6,18120440,18122677,-
16671,GeneID:378925,ENSG00000235631,HGNC:22411,RNF148,ring finger protein 148,NM_198085,NP_932351.1,ENST00000434824,ENSP00000388207.1,MANE Select,7,122701668,122702922,-
16672,GeneID:378948,ENSG00000242875,HGNC:23914,RBMY1B,RNA binding motif protein Y-linked family 1 member B,NM_001006121,NP_001006121.1,ENST00000383020,ENSP00000372484.3,MANE Select,Y,21511338,21525786,+
16673,GeneID:378949,ENSG00000244395,HGNC:23915,RBMY1D,RNA binding motif protein Y-linked family 1 member D,NM_001006120,NP_001006120.2,ENST00000382680,ENSP00000372127.1,MANE Select,Y,21880076,21894526,-
16674,GeneID:386617,ENSG00000183783,HGNC:22394,KCTD8,potassium channel tetramerization domain containing 8,NM_198353,NP_938167.1,ENST00000360029,ENSP00000353129.3,MANE Select,4,44173903,44448809,-
16675,GeneID:386618,ENSG00000180332,HGNC:23227,KCTD4,potassium channel tetramerization domain containing 4,NM_198404,NP_940686.2,ENST00000379108,ENSP00000368402.1,MANE Select,13,45192853,45201045,-
16676,GeneID:386653,ENSG00000204671,HGNC:19372,IL31,interleukin 31,NM_001014336,NP_001014358.1,ENST00000377035,ENSP00000366234.1,MANE Select,12,122172029,122174221,-
16677,GeneID:386672,ENSG00000215454,HGNC:20521,KRTAP10-4,keratin associated protein 10-4,NM_198687,NP_941960.2,ENST00000400374,ENSP00000383225.3,MANE Select,21,44573729,44575371,+
16678,GeneID:386674,ENSG00000188155,HGNC:20523,KRTAP10-6,keratin associated protein 10-6,NM_198688,NP_941961.3,ENST00000400368,ENSP00000383219.1,MANE Select,21,44591268,44592505,-
16679,GeneID:386675,ENSG00000272804,HGNC:22970,KRTAP10-7,keratin associated protein 10-7,NM_198689,NP_941962.1,ENST00000609664,ENSP00000476821.1,MANE Select,21,44600597,44602174,+
16680,GeneID:386676,ENSG00000221837,HGNC:22971,KRTAP10-9,keratin associated protein 10-9,NM_198690,NP_941963.2,ENST00000397911,ENSP00000381009.3,MANE Select,21,44627093,44628378,+
